 district|block|cluster|schoolid|schoolname|category|gender|medium_of_inst|address|area|pincode|landmark|identification1|busroutes|identification2|latlong                  
 bangalore|anekal taluk|hebbagodi|33695|CHOOKKASANDRA|Anganwadi|co-ed|kannada|Sarjapura Hobli, Anekal Taluk|Chokkasandra|560099|Opposite Chokkasandra Bus Stop, 1st Right|No Compoud, No Playground|342 C|White Colour Building|POINT(77.72118 12.87176)
 bangalore|anekal taluk|kasaba|33696|KUMBARPET|Anganwadi|co-ed|kannada|Santhe Beedhi, Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Kumbarpete|562106|Inside Eshwara Temple|Temple Infront Anganwadi Kendra||Yellow Colour Compound|POINT(77.69329 12.70814)
 bangalore|anekal taluk|hebbagodi|33698|KAGGALIPURA|Anganwadi|co-ed|kannada|Huskur Post,Anekal Taluk|Kaggali Pura|560099|GKLPSKaggali Pura Back Side|Basaveshwara Temple In Side|349F,M||POINT(77.72425 12.85432)
 bangalore|anekal taluk|kasaba|33699|THIGALARABEEDI|Anganwadi|co-ed|kannada|Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Thigalarabidi|562106|Near Dharmaraya Swamy Temple|Yellow Colour Building||Blue Colour Door|POINT(77.6898 12.70897)
 bangalore|anekal taluk|hebbagodi|33702|HEBBAGODI B|Anganwadi|co-ed|kannada|Bommasandra Post, Anekal Taluk, Hosur Road|Hebbagodi|560099|Opposite Srimaruthi Clinic|No Compound, No Playground||Cream Colour Building|POINT(77.67447 12.82711)
 bangalore|anekal taluk|sarjapura|33705|ADIGARAKALLAHALLI.A|Anganwadi|co-ed|kannada|Biddaraguppe Post, Sarjapura Hobli, Anekal Taluk|Adigarakallahalli|562107|Behind Adigarakallahalli Bus Stop|Pista Colour Building|342 K Last Stop||POINT(77.80291 12.82556)
 bangalore|anekal taluk|sarjapura|33707|VIDHYANAGARA|Anganwadi|co-ed|kannada|Sarjapura Post, Sarjapura Hobli, Anekal Taluk|Sarjapura|562125|Near Sarjapura Bus Stop|White Colour Building|342  H A, 328 H, 328 B, G 10||POINT(77.78242 12.86145)
 bangalore|anekal taluk|sarjapura|33708|SULTHANPALYA|Anganwadi|co-ed|kannada|Biddaraguppe Post, Sarjapura Hobli, Anekal Taluk|Sulthanpalya|562107|Behind Sulthanpalya Masjid|Inside G.K.L.P.S Sulthanpalya||Cream Colour Building|POINT(77.77944 12.82878)
 bangalore|anekal taluk|sarjapura|33710|ADIGARAKALLAHALLI.B|Anganwadi|co-ed|kannada|Biddaraguppe Post, Sarjapura Hobli, Anekal Taluk|Adigarakallahalli|562107|Behind Adigarakallahalli Masjid|Green Colour Building|342 K||POINT(77.80155 12.82979)
 bangalore|anekal taluk|sarjapura|33711|BYALAHALLI|Anganwadi|co-ed|kannada|Biddaraguppe Post, Sarjapura Hobli, Anekal Taluk|Byalahalli|562107|Near Adigarakallahalli Bus Stop|Pista Colour Building|342 K Last Stop||POINT(77.8024 12.82454)
 bangalore|anekal taluk|sarjapura|33712|SARIGE BEEDI|Anganwadi|co-ed|kannada|Sarjapura Post, Sarjapura Hobli, 6th Cross, Anekal Taluk|Sarjapura|562125|Near Sarjapura Bus Stop|Cream Colour Compound|342 A, 342 B, 328 H, 328 H, G 10|Cream Colour Building|POINT(77.78944 12.85976)
 bangalore|anekal taluk|dommasanddra|33713|HEGGONDANAHALLI|Anganwadi|co-ed|kannada|Gunjuru Post, Anekal Taluk, Sarjapura Hobli|Hegondanahalli|560087|Near Hegondanahalli Bus Stop|White Colour Compound, Home Style|328 A, 327 A|Green Colour Building|POINT(77.74723 12.90488)
 bangalore|anekal taluk|dommasanddra|33714|RAMANAYAKANAHALLI|Anganwadi|co-ed|kannada|Gunjuru Post, Anekal Taluk, Sarjapura Hobli|RAMANAYAKANAHALLI|560087|Behind Ramanayakanahalli Yallamma Temple|Pink Colour Building|No Bus|Behind G.K.L.P.S Ramanayakanahalli|POINT(77.75534 12.90997)
 bangalore|anekal taluk|dommasanddra|33715|CHIKKADASARAHALLI|Anganwadi|co-ed|kannada|Neriga Post, Sarjapura Hobli, Anekal Taluk, Bangalore|Chikka Dasarahalli|562125|Near Beside Lagumamma Temple|Yellow Colour Building|342N|No Painted Cement Compound|POINT(77.78328 12.88991)
 bangalore|anekal taluk|dommasanddra|33716|DOMMASANDRA . A|Anganwadi|co-ed|kannada|Santhe Beedi, Dommasandra Post, Sarjapura Hobli, Anekal Taluk, Bangalore|Dommasandra|562125|Near Kaveramma Temple|Yellow Colour Building|242, 342A, 342F, 342R, G3|Green Colour Door|POINT(77.75535 12.87771)
 bangalore|anekal taluk|dommasanddra|33717|SOMPURA|Anganwadi|co-ed|kannada|Sarjapura post,sarjapura hobli,anekal taluk,bangalore|Sompura|562125|Behind G.K.L.P.S Sompura|Yellow colour building & blue colour door|342,342A,342F,342R,G3|Infront main road|POINT(77.77442 12.86714)
 bangalore|anekal taluk|dommasanddra|33718|MUTHANALLUR|Anganwadi|co-ed|kannada|Muthanallur Post, Sarjapura Hobli, Anekal Taluk, Bangalore South|Muthanalllur|560099|Beside G.K.H.P.S Muthanallur|White Colour Building|342 B, 342 H|Brown Colour Door & Brown Colour Gate|POINT(77.73391 12.83215)
 bangalore|anekal taluk|dommasanddra|33721|YAMARE|Anganwadi|co-ed|kannada|S.C.Colony,Dommasandra post,sarjapura hobli,anekal taluk,bangalore|Yamare|562125|Beside maramma temple|Yellow colour building|342,342A,342F,342R,G3|blue colour door|POINT(77.76518 12.8737)
 bangalore|anekal taluk|chandapura|33653|HEELALAGE|Anganwadi|co-ed|kannada|Chandapura Post,Attibele Hobli,Anekal Taluk,Bangalore South|Heelalige|560081|Inside GKHPS Heelalige|Yellow colour Building & Blue  Colour doors|256E|Yellow Colour Compound|POINT(77.70895 12.81767)
 bangalore|anekal taluk|dommasanddra|33456|V.KALLAHALLI|Anganwadi|co-ed|kannada|Chikka Dasarahalli Main Road, Sarjapura Post, Sarjapura Hobli, Anekal Taluk, Bangalore|V. Kallahalli|562125|Inside G.K.L.P.S V. Kallahalli|Green Colour Building|342J|Green Colour Compound|POINT(77.77701 12.88291)
 bangalore|anekal taluk|haragadde|33584|DYAVASANDRA|Anganwadi|co-ed|kannada|Hargadde Post, Anekal Taluk, Jigani Hobli|Dyavasandra||Behind GLPS|Cream Colour Building|||POINT(77.64814 12.75701)
 bangalore|anekal taluk|sarjapura|30394|KOGURU|Anganwadi|co-ed|kannada|Kugur Post, Sarjapura Hobli, Anekal Taluk|Kugur|562125|Behind Kugur Bus Stop|Cream Colour Building|323 B, 327 G|GKHPS Kugur In Side|POINT(77.81058 12.90912)
 bangalore|anekal taluk|sarjapura|30929|S.MEDAHALLI|Anganwadi|co-ed|kannada|Biddaraguppe Post, Sarjapura Hobli, Anekal Taluk|S.Medahalli|562107|Near S.Medahalli Bus Stop|White Colour Sheet Building|328 H A, 328 D, 501||POINT(77.78681 12.82346)
 bangalore|anekal taluk|sarjapura|30966|MADAPPANAHALLI|Anganwadi|co-ed|kannada|Kuguru Post, Anekal Taluk, Sarjapura Hobli|Maadappanahalli|562125|Opposite Maadanahalli Bus Stop|Cream Colour Building|329 A, 329 J|Blue Colour Door|POINT(77.81116 12.92288)
 bangalore|anekal taluk|sarjapura|31310|KOTEGANAHALLI|Anganwadi|co-ed|kannada|Handenahalli Post, Sarjapura Hobli, Anekal Taluk|Koteganahalli|562125|Near Koteganahalli Bus Stop|White Colour Building|242 T|Iniside G.K.L.P.S Koteganahalli|POINT(77.76672 12.83265)
 bangalore|anekal taluk|sarjapura|31313|SOLLEPURA|Anganwadi|co-ed|kannada|Handenahalli Post, Sarjapura Hobli, Anekal Taluk|Sollepura|562125|Behind Sollepura Bus Stop|Inside G.K.L.P.S Sollepura|349 A|Cream Colour Building|POINT(77.75676 12.83041)
 bangalore|anekal taluk|sarjapura|33452|SARJAPURA A|Anganwadi|co-ed|kannada|Sarjapura Post, Sarjapura Taluk, Anekal Taluk|Sarjapura|562125|Behind Sarjapura Bus Stop|Cream Colour Building|342 A, 342 B, 328 H, 328 H, G 10||POINT(77.78517 12.86086)
 bangalore|anekal taluk|sarjapura|33459|MUGALLURU  A|Anganwadi|co-ed|kannada|Kugur Post, Sarjapura Hobli, Anekal Taluk|Mugalur|562125|Near Mugalur Milk Dairy|Pink Colour Building|323|Blue Colour Door|POINT(77.82182 12.89227)
 bangalore|anekal taluk|sarjapura|33704|MUGALUR.B|Anganwadi|co-ed|kannada|Kugur Post, Sarjapura Hobli, Anekal Taluk|Mugalur|562125|Near Veerabhadra Swamy Temple|Cream Colour Building|323|Cream Colour Door|POINT(77.82159 12.89438)
 bangalore|bangalore north (yelahanka)|baglur|29710|MARASANDRA|Anganwadi|co-ed|kannada|Manduru Post, Chikkajala Hobli, Bangalore North - 4|Marasandra|560049|Inside G.K.L.P.S Marasandra|Yellow Colour Building And Sheet Building|249L, 293J|Red Colour Door And Behind Big Water Tank|POINT(77.71356 13.09965)
 bangalore|bangalore north (yelahanka)|baglur|29712|CHOKKANA HALLI|Anganwadi|co-ed|kannada|Bagaluru Post, Chikkajala Hobli, Bangalore North - 4|Chokkana Halli|562149|Inside G.K.L.P.S Chokkana Halli|Yellow Colour Building And Brown Colour Door|289J|Infront Play Ground|POINT(77.69158 13.11151)
 bangalore|bangalore north (yelahanka)|rajanakunte|30714|MARASANDRA 1|Anganwadi|co-ed|kannada|Dodda Ballapura Main Road, Marsandra, Hesaraghatta Hobli|Marsandra Colony|562103|Near Government Collage|White Colour Compound|285 M|No Play Ground & Cocanut Tree|POINT(77.55028 13.22805)
 bangalore|bangalore north (yelahanka)|rajanakunte|30719|MARASANDRA 2|Anganwadi|co-ed|kannada|Dodda Ballapura Main Road, Marsandra, Hesaraghatta Hobli|Marsandra|562103|Opposite Marsandra Bus Stop Road|White Colour Compound & Play Ground|285 M|Cocanut Tree|POINT(77.54903 13.22269)
 bangalore|bangalore north (yelahanka)|mallasandra|30726|MATHKUR 1|Anganwadi|co-ed|kannada|Kakolu Post, Hesaraghatta Hobli|Mathkuru|560089|Near Mathkuru Bus Stop|Cream Colour Building|251 G, 251 B|Inside G.K.H.P.S Mathkuru|POINT(77.50961 13.15671)
 bangalore|bangalore north (yelahanka)|hesaragatta|30728|KUMBARAHALLI|Anganwadi|co-ed|kannada|Chikka Banavara Post, Hesaraghatta Hobli|Kumara Halli|560090|Next Kumara Halli Bus Stop|White Colour Building|245D, 254B|Play Ground|POINT(77.49142 13.10438)
 bangalore|bangalore north (yelahanka)|rajanakunte|30729|BUDUMANAHALLI|Anganwadi|co-ed|kannada|Harkere Post, Hesaraghatta Hobli|Budumanahalli|560089|Opposite Budumanahalli Bus Stop|No Compound, No Playground|285 G|No Painted Building|POINT(77.52862 13.19063)
 bangalore|bangalore north (yelahanka)|hesaragatta|30731|MAVALIPURA|Anganwadi|co-ed|kannada|Shivakote Post, Hesaraghatta Hobli|Mavallipura|560089|Near Mavallipura Bus Stop|Cream Colour Building|407, 266 B, 266 K|G.K.L.P.S Mavallipura|POINT(77.5279 13.12767)
 bangalore|bangalore north (yelahanka)|hesaragatta|30734|MADHUGIRI HALLI|Anganwadi|co-ed|kannada|Shiva Kote Post, Hesaraghatta Hobli|Madhugiri Halli|560089|Near Madhugiri Halli Bus Stop|Cream Colour Building|266E|G.K.L.P.S  Madhugiri In Side|POINT(77.50697 13.12668)
 bangalore|bangalore north (yelahanka)|hesaragatta|30738|KALATHAMMANAHALLI|Anganwadi|co-ed|kannada|Doddabyalakere Post, Hesaraghatta Hobli||560089|Opposite Kalathammanahalli Bus Stop|Cream Colour Building|254 C Last Stop|Near Ashwath Katte|POINT(77.51641 13.10385)
 bangalore|bangalore north (yelahanka)|hesaragatta|30749|DODDABYALAKERE|Anganwadi|co-ed|kannada|Hesaragatta main road,shivakotte post|Doddabyalakere|560089|G.K.H.P.S Inside|Cream colour compound|266M,407||POINT(77.52574 13.11127)
 bangalore|bangalore north (yelahanka)|hesaragatta|30751|SHVEKUNTA 2|Anganwadi|co-ed|kannada|Shivakote Post, Hesaraghatta Hobli|Shivakote|560089|Opposite Shivakote Bus Stop Road|Orange Colour Building|407, 407 B, 407 C, 266 E, 266 G|Orange Colour Compound|POINT(77.51327 13.13413)
 bangalore|bangalore north (yelahanka)|hesaragatta|30753|HESARAGATTA  III|Anganwadi|co-ed|kannada|Hesaraghatta Post, Hesaraghatta Hobli|Hesaraghatta|560089|Near Hesaraghatta Bus Stop|Cream Colour Building||Inside G.K.M.P.S Hesaraghatta|POINT(77.47799 13.13664)
 bangalore|bangalore north (yelahanka)|abbigere|30754|KEBBE PALYA|Anganwadi|co-ed|kannada|Chikkabanavara post|Kebbe palya|560090|Opposite Kebbe palya bus stop|White colour building|250K last stop|No compound,no playground|POINT(77.51421 13.09093)
 bangalore|bangalore north (yelahanka)|hesaragatta|30757|GUNIAGRAHARA|Anganwadi|co-ed|kannada|Shivakote Post, Hesaraghatta Hobli|Guniagrahara|560089|Near Ashwath Katte|Cream Colour Building||White Colour Building|POINT(77.52497 13.09875)
 bangalore|bangalore north (yelahanka)|hesaragatta|30761|IVARKANDAPURA|Anganwadi|co-ed|kannada|Hesaraghatta Lake Post, Hesaraghatta Hobli|Ivarakandapura|560089|Near Ivarakandapura Bus Stop|Cream Colour Building|407, 251 B|Inside G.K.H.P.S Ivaraknadapura|POINT(77.49523 13.13676)
 bangalore|bangalore north (yelahanka)|hesaragatta|30762|BAGALAGUNTE 1|Anganwadi|co-ed|kannada|Nagasandra Post|Bagalagunte|560073|Opposite Bagalagunte Bus Stop|Cream Colour Building|250C||POINT(77.50162 13.05659)
 bangalore|bangalore north (yelahanka)|hesaragatta|30766|HESARAGATTA IV(VASANTHNAGAR)|Anganwadi|co-ed|kannada|Hesaraghatta Post|Hesaraghatta|560089|Near Hesaraghatta Panchayath Office|White Colour Building|253 J, 407||POINT(77.47682 13.13993)
 bangalore|bangalore north (yelahanka)|hesaragatta|30767|THARABANAHALLI|Anganwadi|co-ed|kannada|Tharabana Halli Post|Tharabana Halli|560090|Opposite Tharabana Halli Bus Stop Road|White Colour Building|253J, 251, 254C|Blue Colour Door|POINT(77.48106 13.10178)
 bangalore|bangalore north (yelahanka)|hesaragatta|30769|BAGALAGUNTE II|Anganwadi|co-ed|kannada|Nagasandra Post|Bagalagunte|560073|Opposite Bagalagunte Bus Stop|Cream Colour Building|250C||POINT(77.50179 13.0567)
 bangalore|bangalore north (yelahanka)|hesaragatta|30770|KASAGATTAPURA|Anganwadi|co-ed|kannada|Silvepura Post|Kasagatta Pura|560090|Near Kasagatta Pura  Water Tank|No Painted Compound|No Bus|No Painted Building|POINT(77.5058 13.10981)
 bangalore|bangalore north (yelahanka)|abbigere|30818|VEERASAGAR|Anganwadi|co-ed|kannada|Vidyaranyapura post|Veerasagar|560097|Jai maruthi provision store opposite road|No compound, no play ground|271E|White colour building|POINT(77.55387 13.10574)
 bangalore|bangalore north (yelahanka)|abbigere|30819|DODDABETTAHALLI LAYOUT|Anganwadi|co-ed|kannada|Vidyaranyapura post,Yelahanka main road|Doddabettahalli layout|560097||Light blue building|401,K,V,A,B|No compound,no playground|POINT(77.55865 13.09177)
 bangalore|bangalore north (yelahanka)|abbigere|30825|KEMPANAHALLI|Anganwadi|co-ed|kannada||Kempanahalli||G.K.L.P.S Kempanahalli inside|Cream colour building||Compound without paint|POINT(77.55679 13.11179)
 bangalore|bangalore north (yelahanka)|abbigere|30831|DODDABETTAHALLI|Anganwadi|co-ed|kannada|Vidyaranyapura post,yelahanka main road|Doddabettahalli|560097||No compound,no playground|401,K,V,A,B|Godown style|POINT(77.55646 13.09134)
 bangalore|bangalore north (yelahanka)|baglur|30866|BAGLUR 1|Anganwadi|co-ed|kannada|Bagalur Post, Chikkajala Hobli, Bangalore North|Bagalur|562149|Near Bagalur G.K.M.P.S|White Colour Building|289, 293||POINT(77.66738 13.13471)
 bangalore|bangalore north (yelahanka)|mallasandra|30873|MATHKURU COLONY|Anganwadi|co-ed|kannada|Kakolu Post, Hesaraghatta Hobli|Mathkuru|560089|Near Mathkuru Bus Stop|Cream Colour Building|||POINT(77.5076 13.15543)
 bangalore|bangalore north (yelahanka)|abbigere|30880|CHIKKABETTAHALLI|Anganwadi|co-ed|kannada|Vidyaranyapura post,Yelahanka main road,Masjid backside|Chikkabettahalli|560097||Cream colour compound,no playground|401,K,V,A,B|Cream colour building|POINT(77.55382 13.08954)
 bangalore|bangalore north (yelahanka)|baglur|30881|RAZZAQ PALYA1|Anganwadi|co-ed|kannada|Bagaluru Post, Chikkajala Hobli, Bangalore North - 4|Razzaq Palya|562149|Near G.U.L.P.S Razzaq Palya|Pink Colour Building|289D, 290R, 293, 293R, 401J|Brown Colour Door|POINT(77.65766 13.14478)
 bangalore|bangalore north (yelahanka)|abbigere|30883|KUVEMPUNAGAR II|Anganwadi|co-ed|kannada|Jalahalli east|Kuvempu nagar|560014||Orange building,no compound||No playground|POINT(77.53864 13.07191)
 bangalore|bangalore north (yelahanka)|abbigere|30884|SINGAPURA|Anganwadi|co-ed|kannada|Vidyaranyapura post|Singapura|560097|Sri Varadaraja temple road|Compound,playground|272E,271C|Cream colour building|POINT(77.53673 13.07786)
 bangalore|bangalore north (yelahanka)|baglur|30886|RAZZAQ PALYA 2|Anganwadi|co-ed|kannada|Bagaluru Post, Chikkajala Hobli, Bangaloe North - 4|Razzaq Palya|562149|Near Razzaq Palya Colony Bus Stop|Green Colour Building|289D, 290B, 293, 293R, 401J|Shutter Door And Behind Big Water Tank|POINT(77.65847 13.14861)
 bangalore|bangalore north (yelahanka)|abbigere|30890|LAKSHMIPURA|Anganwadi|co-ed|kannada|Vidyaranyapura post,hesaragatta road,yashawanthapura hobli|Lakshmipura|560097|Ashwathkatte|No compound,no playground|266T last stop|Orange colour building|POINT(77.52868 13.08624)
 bangalore|bangalore north (yelahanka)|abbigere|30891|ABBIGERE COLONY 1|Anganwadi|co-ed|kannada|Abbigere Main Road, Chikka Banavara Post|Abbigere Colony|560090|Opposite Abbigere Colony Bus Stop|No Painted Compound|271 Q, 271 O|Cream Coloor Building|POINT(77.528 13.0713)
 bangalore|bangalore north (yelahanka)|abbigere|30894|VADERAHALLI 2|Anganwadi|co-ed|kannada|Vidyaranyapura post,hesaragatta road,yelahanka hobli|Vaderahalli|560097|Vaderahalli arch road(lakshmi pura cross)|G.K.H.P.S Vaderahalli inside|266,E,F,M,K|No playground,white colour compound|POINT(77.53509 13.09192)
 bangalore|bangalore north (yelahanka)|abbigere|30897|SOMASHETTYHALLI|Anganwadi|co-ed|kannada|Chikkabanavara post|Somashettyhalli|560090|Opposite to Somashettyhalli bus stop|Cream colour building|271G,250F last stop|Small play ground|POINT(77.52106 13.08762)
 bangalore|bangalore north (yelahanka)|kadugondanahalli|30982|GOVIND PURA|Anganwadi|co-ed|kannada|Arabic Collage Post|Govindpura|560045|Near Govindpura G.K.H.P.S|Samudaya Bhavan Building|231 J||POINT(77.61352 13.03428)
 bangalore|bangalore north (yelahanka)|kadugondanahalli|30993|SANDHYAVANAGARA|Anganwadi|co-ed|kannada|D.J.Halli Post|Sandhyavanagar|560045|Opp Alameen School||111 C, 176, 180||POINT(77.60894 13.01498)
 bangalore|bangalore north (yelahanka)|kadugondanahalli|31001|HENNURU  BANDE|Anganwadi|co-ed|kannada|Hennuru Bande, Kalyan Nagar Post|Hennuru Bande|560043|Near Mariyamma Temple|Yellow Colour Building|290292293294|Yellow Colour Building|POINT(77.64154 13.03679)
 bangalore|bangalore north (yelahanka)|kodigenahalli|31005|SANJEEVINAGAR 1|Anganwadi|co-ed|kannada|Bytarayanapura, Sahakara Nagar Post,|Sanjeevini Nagar|560092||Inside G.K.M.P.S Sanjeevini Nagar|288|White Colour Compound|POINT(77.59056 13.05457)
 bangalore|bangalore north (yelahanka)|machohalli|31009|GIDDENAHALLI 1|Anganwadi|co-ed|kannada|Kadabagere Post, Dasanpura Hobli|Gidenahalli|562130|Near Gidenahalli Bus Stop|G.K.L.P.S Gidenahalli In Side|242 N|White Colour Building|POINT(77.41996 12.99224)
 bangalore|bangalore north (yelahanka)|machohalli|31020|MALASANDRA|Anganwadi|co-ed|kannada|Sonde Koppa Post, Dasanpura Hobli|Mallasandra|562130|Near Mallasandra Bu Stop|Cream Colour Compound|245A, 245B, 242TC|Cream Colour Building|POINT(77.39323 13.00276)
 bangalore|bangalore north (yelahanka)|kodigenahalli|31023|SANJEEVININAGAR 3|Anganwadi|co-ed|kannada|Bytarayanapura, Sahakara Nagar Post,|Sanjeevini Nagar|560092|Kodigehalli Main Road|Inside G.K.M.P.S Sanjeevini Nagar|288|White Colour Compound|POINT(77.59052 13.05467)
 bangalore|bangalore north (yelahanka)|machohalli|31047|KENGANAHALLI|Anganwadi|co-ed|kannada|Shivan Post, Dasanpura Hobli|Kengana Halli|562130|Near Kengana Halli Bus Stop|Cream Colour Building|245H|White Colour Compound|POINT(77.41203 13.05066)
 bangalore|bangalore north (yelahanka)|machohalli|31189|MACHOHALLI COLONY|Anganwadi|co-ed|kannada|Magadi Main Road, Bapa Village Post, Dasanpura Hobli|Machohalli Colony|560091|Near Machohalli Bus Stop|White Colour Building|240, 240 A, 240 B, 240 D, 240 E||POINT(77.4513 13.00036)
 bangalore|bangalore north (yelahanka)|machohalli|31198|MACHOHALLI|Anganwadi|co-ed|kannada|Bapa Village Post, Dasanpura Hobli|Machohalli|560091|Opposite Machohalli Bus Stop|G.K.H.P.S Machohalli In Side|240, 240 A, 240 B, 240 D, 240 E|Cream Colour Building|POINT(77.45325 13.00628)
 bangalore|bangalore north (yelahanka)|machohalli|31200|CHIKKAGOLLARAHATTI   1|Anganwadi|co-ed|kannada|Magadi Main Road, Vishwaneedam Post|Chikka Gollarahatti|560091|Near Chikka Gollarahatti Bus Stop|White Colour Compound|242, 242 Q, 242 N, 245, 240|Cream Colour Building|POINT(77.46465 12.9895)
 bangalore|bangalore north (yelahanka)|machohalli|31205|CHIKKAGOLLARAHATTI   2|Anganwadi|co-ed|kannada|Magadi Main Road, Lakshmipura Post, Dasanpura Hobli|Chikka Gollarahatti|562123|Near Chikka Gollarahatti Bus Stop|White Colour Building|242, 242 N, 245, 240|Home Style|POINT(77.46857 12.99369)
 bangalore|bangalore north (yelahanka)|machohalli|31218|GANGONDANA HALLI|Anganwadi|co-ed|kannada|North-1, Laxmipura Post, Dasanpura Hobli|Gangondana Halli|562123|Near Gangondana Halli Bus Stop|White Colour Building|263D,263B||POINT(77.46679 13.02174)
